"...1","X","address","nhood","lat","long","month","year","block","street_name","street_type","centroid_lat","centroid_long","year_nhood","month_year_nhood","dummy"
147,289,"1100 Block Of Howard  Street","Financial District/South Beach/SOMA",37.77645559375,-122.411310267446,7,2018,1100,"Howard","Street",37.779527,-122.405727,"2018 South of Market","7 2018 South of Market",1
148,291,"100 Block Of Albion  Street","Mission",37.7644489375028,-122.42281414068,6,2018,100,"Albion","Street",37.758338,-122.414678,"2018 Mission","6 2018 Mission",1
149,292,"1800 Block Of 21st  Avenue","Sunset/Parkside",37.7532138216382,-122.478550876346,8,2016,1800,"21st","Avenue",37.749026,-122.493742,"2016 Sunset/Parkside","8 2016 Sunset/Parkside",1
150,293,"0 Block Of Farallones  Street","Oceanview/Merced/Ingleside",37.7140902780207,-122.454117754062,6,2014,0,"Farallones","Street",37.718959,-122.462039,"2014 Oceanview/Merced/Ingleside","6 2014 Oceanview/Merced/Ingleside",1
151,294,"100 Block Of Lisbon  Street","Excelsior/Outer Mission",37.7258251787815,-122.430711557104,11,2012,100,"Lisbon","Street",37.7223,-122.431224,"2012 Excelsior","11 2012 Excelsior",1
152,295,"0 Block Of Niantic  Avenue","Oceanview/Merced/Ingleside",37.7090296465906,-122.468528560953,9,2015,0,"Niantic","Avenue",37.718959,-122.462039,"2015 Oceanview/Merced/Ingleside","9 2015 Oceanview/Merced/Ingleside",1
153,296,"3100 Block Of 24th  Street","Mission",37.7524062194527,-122.415718901028,9,2016,3100,"24th","Street",37.758338,-122.414678,"2016 Mission","9 2016 Mission",1
154,297,"2000 Block Of Broadway  Street","Pacific Heights",37.7947896034749,-122.430811572356,7,2017,2000,"Broadway","Street",37.792182,-122.432784,"2017 Pacific Heights","7 2017 Pacific Heights",1
155,298,"2300 Block Of 28th  Avenue","Sunset/Parkside",37.7435593836653,-122.485400840462,3,2015,2300,"28th","Avenue",37.749026,-122.493742,"2015 Sunset/Parkside","3 2015 Sunset/Parkside",1
156,299,"1000 Block Of Clement  Street","Inner Richmond",37.7826771533068,-122.470307992773,1,2012,1000,"Clement","Street",37.778849,-122.468955,"2012 Inner Richmond","1 2012 Inner Richmond",1
157,300,"200 Block Of Arleta  Avenue","Visitacion Valley",37.7141898165901,-122.407831026397,12,2016,200,"Arleta","Avenue",37.713141,-122.408825,"2016 Visitacion Valley","12 2016 Visitacion Valley",1
158,301,"3400 Block Of Divisadero  Street","Marina",37.8013732935499,-122.443129059251,1,2018,3400,"Divisadero","Street",37.802877,-122.436969,"2018 Marina","1 2018 Marina",1
159,303,"500 Block Of Capp  Street","Mission",37.7578996028686,-122.417888302701,10,2017,500,"Capp","Street",37.758338,-122.414678,"2017 Mission","10 2017 Mission",1
160,305,"400 Block Of University  Street","Portola",37.7244565188647,-122.413218835724,2,2014,400,"University","Street",37.72647,-122.407642,"2014 Portola","2 2014 Portola",1
161,306,"2300 Block Of Powell  Street","North Beach",37.8062915068487,-122.412045755883,4,2013,2300,"Powell","Street",37.799254,-122.407458,"2013 North Beach","4 2013 North Beach",1
162,307,"800 Block Of 36th  Avenue","Outer Richmond",37.7729647957678,-122.49604368632,7,2016,800,"36th","Avenue",37.776683,-122.489908,"2016 Outer Richmond","7 2016 Outer Richmond",1
163,308,"500 Block Of 33rd  Avenue","Outer Richmond",37.7787311862526,-122.493232519749,1,2013,500,"33rd","Avenue",37.776683,-122.489908,"2013 Outer Richmond","1 2013 Outer Richmond",1
164,309,"0 Block Of Blake  Street","Presidio Heights",37.7828229707761,-122.451287517936,11,2013,0,"Blake","Street",37.788849,-122.452228,"2013 Presidio Heights","11 2013 Presidio Heights",1
165,310,"300 Block Of Serrano  Drive","Lakeshore",37.7190651230538,-122.480467680039,11,2016,300,"Serrano","Drive",37.71872,-122.477916,"2016 Lakeshore","11 2016 Lakeshore",1
166,311,"0 Block Of Hoff  Street","Mission",37.7641859120938,-122.420506713085,3,2015,0,"Hoff","Street",37.758338,-122.414678,"2015 Mission","3 2015 Mission",1
167,312,"200 Block Of Charter Oak  Avenue","Bayview Hunters Point",37.7337457804751,-122.404433381706,5,2012,200,"Charter Oak","Avenue",37.730696,-122.388515,"2012 Bayview Hunters Point","5 2012 Bayview Hunters Point",1
168,314,"500 Block Of Arballo  Drive","Lakeshore",37.7183942193985,-122.48315160171,5,2018,500,"Arballo","Drive",37.71872,-122.477916,"2018 Lakeshore","5 2018 Lakeshore",1
169,315,"600 Block Of 09th  Avenue","Inner Richmond",37.7761553436444,-122.467153347444,7,2013,600,"09th","Avenue",37.778849,-122.468955,"2013 Inner Richmond","7 2013 Inner Richmond",1
170,317,"0 Block Of Emery  Lane","Chinatown",37.7987051660297,-122.409686652088,3,2015,0,"Emery","Lane",37.795073,-122.40635,"2015 Chinatown","3 2015 Chinatown",1
171,318,"300 Block Of San Jose  Avenue","Mission",37.7494064538541,-122.421337696874,5,2013,300,"San Jose","Avenue",37.758338,-122.414678,"2013 Mission","5 2013 Mission",1
172,319,"300 Block Of Day  Street","Glen Park/Noe Valley",37.7426975881737,-122.429913962782,4,2018,300,"Day","Street",37.747095,-122.431421,"2018 Noe Valley","4 2018 Noe Valley",1
173,320,"1600 Block Of Mcallister  Street","Western Addition",37.7776904809291,-122.43919621213,5,2016,1600,"Mcallister","Street",37.780587,-122.43451,"2016 Western Addition","5 2016 Western Addition",1
174,321,"200 Block Of Jules  Avenue","Oceanview/Merced/Ingleside",37.7227367852529,-122.461246388635,8,2016,200,"Jules","Avenue",37.718959,-122.462039,"2016 Oceanview/Merced/Ingleside","8 2016 Oceanview/Merced/Ingleside",1
175,322,"500 Block Of Capp  Street","Mission",37.7578996028686,-122.417888302701,12,2015,500,"Capp","Street",37.758338,-122.414678,"2015 Mission","12 2015 Mission",1
176,323,"0 Block Of Parker  Avenue","Presidio Heights",37.7851369043749,-122.454696127106,4,2017,0,"Parker","Avenue",37.788849,-122.452228,"2017 Presidio Heights","4 2017 Presidio Heights",1
177,325,"500 Block Of Fell  Street","Haight Ashbury/Hayes Valley",37.7754209300197,-122.426897188212,2,2012,500,"Fell","Street",37.776425,-122.426235,"2012 Hayes Valley","2 2012 Hayes Valley",1
178,326,"700 Block Of Stockton  Street","Chinatown",37.7924901375451,-122.407568105966,11,2014,700,"Stockton","Street",37.795073,-122.40635,"2014 Chinatown","11 2014 Chinatown",1
179,327,"100 Block Of Allison  Street","Excelsior/Outer Mission",37.7130233108707,-122.441861243251,1,2017,100,"Allison","Street",37.7223,-122.431224,"2017 Excelsior","1 2017 Excelsior",1
180,328,"300 Block Of 24th  Avenue","Outer Richmond",37.7830037527336,-122.483869939641,4,2015,300,"24th","Avenue",37.776683,-122.489908,"2015 Outer Richmond","4 2015 Outer Richmond",1
181,333,"600 Block Of Ofarrell  Street","Tenderloin",37.7855571533307,-122.414818616836,7,2015,600,"Ofarrell","Street",37.784141,-122.414748,"2015 Tenderloin","7 2015 Tenderloin",1
182,335,"1200 Block Of Fulton  Street","Western Addition",37.7769619876961,-122.437342140025,8,2014,1200,"Fulton","Street",37.780587,-122.43451,"2014 Western Addition","8 2014 Western Addition",1
183,336,"800 Block Of Greenwich  Street","Russian Hill",37.8018421479296,-122.413259896538,7,2017,800,"Greenwich","Street",37.800432,-122.417609,"2017 Russian Hill","7 2017 Russian Hill",1
184,337,"800 Block Of Franklin  Street","Western Addition",37.7819860091183,-122.422322337788,5,2013,800,"Franklin","Street",37.780587,-122.43451,"2013 Western Addition","5 2013 Western Addition",1
185,338,"1300 Block Of Grove  Street","Haight Ashbury/Hayes Valley",37.7758195008091,-122.438823176056,10,2014,1300,"Grove","Street",37.776425,-122.426235,"2014 Hayes Valley","10 2014 Hayes Valley",1
186,343,"900 Block Of Silliman  Street","Portola",37.7287863619095,-122.414463339501,7,2018,900,"Silliman","Street",37.72647,-122.407642,"2018 Portola","7 2018 Portola",1
187,345,"2200 Block Of Mission  Street","Mission",37.7610356057832,-122.419282655375,8,2014,2200,"Mission","Street",37.758338,-122.414678,"2014 Mission","8 2014 Mission",1
188,347,"700 Block Of 20th  Avenue","Outer Richmond",37.7737478340675,-122.478904323129,6,2017,700,"20th","Avenue",37.776683,-122.489908,"2017 Outer Richmond","6 2017 Outer Richmond",1
189,348,"800 Block Of Jones  Street","Nob Hill",37.7890637608329,-122.413634915981,6,2012,800,"Jones","Street",37.793044,-122.414461,"2012 Nob Hill","6 2012 Nob Hill",1
190,350,"2400 Block Of 24th  Street","Mission",37.7531498912992,-122.403884393616,12,2012,2400,"24th","Street",37.758338,-122.414678,"2012 Mission","12 2012 Mission",1
191,351,"400 Block Of 20th  Avenue","Outer Richmond",37.7793715105801,-122.47931187957,7,2015,400,"20th","Avenue",37.776683,-122.489908,"2015 Outer Richmond","7 2015 Outer Richmond",1
192,352,"400 Block Of Lyon  Street","Lone Mountain/USF",NA,NA,6,2012,400,"Lyon","Street",37.777975,-122.452816,"2012 Lone Mountain/USF","6 2012 Lone Mountain/USF",1
193,353,"600 Block Of 33rd  Avenue","Outer Richmond",37.7768422696345,-122.493106006276,8,2015,600,"33rd","Avenue",37.776683,-122.489908,"2015 Outer Richmond","8 2015 Outer Richmond",1
194,354,"3000 Block Of Baker  Street","Marina",37.7990910583596,-122.446067486527,1,2014,3000,"Baker","Street",37.802877,-122.436969,"2014 Marina","1 2014 Marina",1
195,355,"1200 Block Of Thomas  Avenue","Bayview Hunters Point",37.7267020075959,-122.38474627983,7,2014,1200,"Thomas","Avenue",37.730696,-122.388515,"2014 Bayview Hunters Point","7 2014 Bayview Hunters Point",1
196,356,"1000 Block Of Post  Street","Tenderloin",37.7869327392576,-122.419099466609,10,2012,1000,"Post","Street",37.784141,-122.414748,"2012 Tenderloin","10 2012 Tenderloin",1
197,357,"2400 Block Of 35th  Avenue","Sunset/Parkside",37.7413615165025,-122.492771509494,1,2013,2400,"35th","Avenue",37.749026,-122.493742,"2013 Sunset/Parkside","1 2013 Sunset/Parkside",1
198,358,"700 Block Of Gonzalez  Drive","Lakeshore",NA,NA,2,2016,700,"Gonzalez","Drive",37.71872,-122.477916,"2016 Lakeshore","2 2016 Lakeshore",1
199,361,"100 Block Of Font  Boulevard","Lakeshore",37.7155014475134,-122.473671964909,9,2018,100,"Font","Boulevard",37.71872,-122.477916,"2018 Lakeshore","9 2018 Lakeshore",1
200,363,"800 Block Of Capp  Street","Mission",37.7531040163468,-122.417431859216,5,2014,800,"Capp","Street",37.758338,-122.414678,"2014 Mission","5 2014 Mission",1
201,364,"200 Block Of Vienna  Street","Excelsior/Outer Mission",37.724371075389,-122.427492866299,1,2016,200,"Vienna","Street",37.7223,-122.431224,"2016 Excelsior","1 2016 Excelsior",1
202,365,"700 Block Of Ellis  Street","Tenderloin",37.7841324294373,-122.418535460255,2,2016,700,"Ellis","Street",37.784141,-122.414748,"2016 Tenderloin","2 2016 Tenderloin",1
203,366,"1300 Block Of Market  Street","Tenderloin",37.7770444893888,-122.416930565378,8,2015,1300,"Market","Street",37.784141,-122.414748,"2015 Tenderloin","8 2015 Tenderloin",1
204,367,"0 Block Of Belcher  Street","Castro/Upper Market",37.7685271907708,-122.430164407562,7,2013,0,"Belcher","Street",37.758812,-122.435644,"2013 Castro/Upper Market","7 2013 Castro/Upper Market",1
205,368,"300 Block Of 05th  Avenue","Inner Richmond",37.7820296839072,-122.46328060014,9,2014,300,"05th","Avenue",37.778849,-122.468955,"2014 Inner Richmond","9 2014 Inner Richmond",1
206,369,"100 Block Of Bernard  Street","Nob Hill",37.7962132123391,-122.415917863205,2,2015,100,"Bernard","Street",37.793044,-122.414461,"2015 Nob Hill","2 2015 Nob Hill",1
207,370,"800 Block Of Green  Street","Nob Hill",37.7989916777538,-122.413107020616,11,2014,800,"Green","Street",37.793044,-122.414461,"2014 Nob Hill","11 2014 Nob Hill",1
208,371,"700 Block Of Jones  Street","Nob Hill",37.7878108400559,-122.413383444044,7,2012,700,"Jones","Street",37.793044,-122.414461,"2012 Nob Hill","7 2012 Nob Hill",1
209,373,"200 Block Of Harvard  Street","Excelsior/Outer Mission",37.7265115493538,-122.42061930785,2,2013,200,"Harvard","Street",37.7223,-122.431224,"2013 Excelsior","2 2013 Excelsior",1
210,374,"1200 Block Of Hampshire  Street","Mission",37.7521084230878,-122.407215095688,2,2013,1200,"Hampshire","Street",37.758338,-122.414678,"2013 Mission","2 2013 Mission",1
211,375,"200 Block Of Los Palmos  Drive","West of Twin Peaks",37.7358743350641,-122.44943423327,5,2013,200,"Los Palmos","Drive",37.737955,-122.460363,"2013 West of Twin Peaks","5 2013 West of Twin Peaks",1
212,376,"1900 Block Of Broadway  Street","Pacific Heights",37.7950002760903,-122.429166882576,12,2017,1900,"Broadway","Street",37.792182,-122.432784,"2017 Pacific Heights","12 2017 Pacific Heights",1
213,377,"2900 Block Of Webster  Street","Marina",37.7977640485464,-122.433941217339,5,2012,2900,"Webster","Street",37.802877,-122.436969,"2012 Marina","5 2012 Marina",1
214,378,"500 Block Of Cole  Street","Haight Ashbury/Hayes Valley",37.7700541314912,-122.450312238615,2,2015,500,"Cole","Street",37.76991,-122.447678,"2015 Haight Ashbury","2 2015 Haight Ashbury",1
215,379,"300 Block Of 29th  Avenue","Outer Richmond",37.7827568124898,-122.489223375715,6,2017,300,"29th","Avenue",37.776683,-122.489908,"2017 Outer Richmond","6 2017 Outer Richmond",1
216,380,"500 Block Of John Muir  Drive","Lakeshore",37.7143630245997,-122.49198854568,5,2013,500,"John Muir","Drive",37.71872,-122.477916,"2013 Lakeshore","5 2013 Lakeshore",1
217,381,"2300 Block Of Pacific  Avenue","Pacific Heights",37.7934524219336,-122.433911042122,7,2015,2300,"Pacific","Avenue",37.792182,-122.432784,"2015 Pacific Heights","7 2015 Pacific Heights",1
218,383,"1600 Block Of Mcallister  Street","Western Addition",37.7776904809291,-122.43919621213,8,2013,1600,"Mcallister","Street",37.780587,-122.43451,"2013 Western Addition","8 2013 Western Addition",1
219,385,"300 Block Of Eddy  Street","Tenderloin",37.7837842792956,-122.413764591261,9,2016,300,"Eddy","Street",37.784141,-122.414748,"2016 Tenderloin","9 2016 Tenderloin",1
220,386,"1300 Block Of Page  Street","Haight Ashbury/Hayes Valley",37.7714645777644,-122.443012014827,12,2013,1300,"Page","Street",37.76991,-122.447678,"2013 Haight Ashbury","12 2013 Haight Ashbury",1
221,387,"2600 Block Of 24th  Avenue","Sunset/Parkside",37.7381539063506,-122.480720818846,9,2015,2600,"24th","Avenue",37.749026,-122.493742,"2015 Sunset/Parkside","9 2015 Sunset/Parkside",1
222,388,"400 Block Of Hyde  Street","Tenderloin",37.7849124071988,-122.416165720051,8,2016,400,"Hyde","Street",37.784141,-122.414748,"2016 Tenderloin","8 2016 Tenderloin",1
223,390,"400 Block Of Buchanan  Street","Haight Ashbury/Hayes Valley",37.7736884830048,-122.427404635209,11,2015,400,"Buchanan","Street",37.776425,-122.426235,"2015 Hayes Valley","11 2015 Hayes Valley",1
224,392,"1300 Block Of Market  Street","Tenderloin",37.7770444893888,-122.416930565378,3,2016,1300,"Market","Street",37.784141,-122.414748,"2016 Tenderloin","3 2016 Tenderloin",1
225,394,"100 Block Of Shrader  Street","Lone Mountain/USF",37.7735734125126,-122.452718330696,8,2013,100,"Shrader","Street",37.777975,-122.452816,"2013 Lone Mountain/USF","8 2013 Lone Mountain/USF",1
226,396,"1600 Block Of 48th  Avenue","Sunset/Parkside",37.7556675449424,-122.50773927837,11,2011,1600,"48th","Avenue",37.749026,-122.493742,"2011 Sunset/Parkside","11 2011 Sunset/Parkside",1
227,397,"3000 Block Of Clay  Street","Pacific Heights",37.7895600235444,-122.443297947102,11,2016,3000,"Clay","Street",37.792182,-122.432784,"2016 Pacific Heights","11 2016 Pacific Heights",1
228,398,"4400 Block Of 17th  Street","Castro/Upper Market",37.7619716899714,-122.443777454667,1,2013,4400,"17th","Street",37.758812,-122.435644,"2013 Castro/Upper Market","1 2013 Castro/Upper Market",1
229,400,"3600 Block Of Clay  Street","Presidio Heights",37.7883329022063,-122.452947701186,3,2015,3600,"Clay","Street",37.788849,-122.452228,"2015 Presidio Heights","3 2015 Presidio Heights",1
230,401,"200 Block Of Brighton  Avenue","Oceanview/Merced/Ingleside",37.7227604885313,-122.455131343314,10,2014,200,"Brighton","Avenue",37.718959,-122.462039,"2014 Oceanview/Merced/Ingleside","10 2014 Oceanview/Merced/Ingleside",1
231,402,"400 Block Of 28th  Avenue","Outer Richmond",37.7809108154171,-122.488015461045,11,2015,400,"28th","Avenue",37.776683,-122.489908,"2015 Outer Richmond","11 2015 Outer Richmond",1
232,403,"1400 Block Of Franklin  Street","Western Addition",37.7875721858489,-122.423450783287,5,2018,1400,"Franklin","Street",37.780587,-122.43451,"2018 Western Addition","5 2018 Western Addition",1
233,404,"400 Block Of Marina  Boulevard","Marina",37.8058743722264,-122.441086248634,9,2017,400,"Marina","Boulevard",37.802877,-122.436969,"2017 Marina","9 2017 Marina",1
234,406,"2400 Block Of Folsom  Street","Mission",37.7580968172609,-122.414615749744,3,2015,2400,"Folsom","Street",37.758338,-122.414678,"2015 Mission","3 2015 Mission",1
235,408,"1200 Block Of Grant  Avenue","North Beach",37.7983209288503,-122.407115883125,1,2016,1200,"Grant","Avenue",37.799254,-122.407458,"2016 North Beach","1 2016 North Beach",1
236,409,"0 Block Of Teddy  Avenue","Visitacion Valley",37.7133813881678,-122.403282805583,4,2014,0,"Teddy","Avenue",37.713141,-122.408825,"2014 Visitacion Valley","4 2014 Visitacion Valley",1
237,410,"100 Block Of Columbus  Avenue","Chinatown",37.7966055783445,-122.404850278841,12,2011,100,"Columbus","Avenue",37.795073,-122.40635,"2011 Chinatown","12 2011 Chinatown",1
238,412,"100 Block Of Trenton  Street","Chinatown",37.7961593560726,-122.409163488832,7,2016,100,"Trenton","Street",37.795073,-122.40635,"2016 Chinatown","7 2016 Chinatown",1
239,413,"300 Block Of Bartlett  Street","Mission",37.7513720107988,-122.419478523553,6,2015,300,"Bartlett","Street",37.758338,-122.414678,"2015 Mission","6 2015 Mission",1
240,415,"1400 Block Of 18th  Avenue","Inner Sunset",37.7608132936038,-122.475860325301,12,2012,1400,"18th","Avenue",37.762068,-122.467189,"2012 Inner Sunset","12 2012 Inner Sunset",1
241,417,"525500 Block Of York  Street","Mission",37.7624516702762,-122.409218287398,7,2012,525500,"York","Street",37.758338,-122.414678,"2012 Mission","7 2012 Mission",1
242,418,"300 Block Of 22nd  Avenue","Outer Richmond",37.7811931201265,-122.481587805675,10,2013,300,"22nd","Avenue",37.776683,-122.489908,"2013 Outer Richmond","10 2013 Outer Richmond",1
243,424,"200 Block Of 25th  Avenue","Outer Richmond",37.7848141216698,-122.485079439334,4,2015,200,"25th","Avenue",37.776683,-122.489908,"2015 Outer Richmond","4 2015 Outer Richmond",1
244,425,"1900 Block Of Fulton  Street","Lone Mountain/USF",37.7754444971891,-122.449278862593,11,2016,1900,"Fulton","Street",37.777975,-122.452816,"2016 Lone Mountain/USF","11 2016 Lone Mountain/USF",1
245,426,"2300 Block Of Pacific  Avenue","Pacific Heights",37.7934524219336,-122.433911042122,3,2017,2300,"Pacific","Avenue",37.792182,-122.432784,"2017 Pacific Heights","3 2017 Pacific Heights",1
246,427,"1500 Block Of Broadway  Street","Russian Hill",37.7958412585868,-122.422590612418,4,2012,1500,"Broadway","Street",37.800432,-122.417609,"2012 Russian Hill","4 2012 Russian Hill",1
