"","...1","nhood_month_year","avg_rent.mq","month","year","nhood","d"
"1278",1278,"6 2016 glen park",3.785252,6,2016,"glen park",2016-06-01
"1279",1279,"6 2016 haight ashbury",4.101104,6,2016,"haight ashbury",2016-06-01
"1280",1280,"6 2016 hayes valley",4.358245,6,2016,"hayes valley",2016-06-01
"1281",1281,"6 2016 inner richmond",4.186794,6,2016,"inner richmond",2016-06-01
"1282",1282,"6 2016 inner sunset",4.602785,6,2016,"inner sunset",2016-06-01
"1283",1283,"6 2016 lower haight",4.254839,6,2016,"lower haight",2016-06-01
"1284",1284,"6 2016 lower pac hts",4.511301,6,2016,"lower pac hts",2016-06-01
"1285",1285,"6 2016 marina / cow hollow",4.018485,6,2016,"marina / cow hollow",2016-06-01
"1286",1286,"6 2016 mission district",3.426866,6,2016,"mission district",2016-06-01
"1287",1287,"6 2016 nob hill",4.234571,6,2016,"nob hill",2016-06-01
"1288",1288,"6 2016 noe valley",4.650664,6,2016,"noe valley",2016-06-01
"1289",1289,"6 2016 NOPA",4.249294,6,2016,"NOPA",2016-06-01
"1290",1290,"6 2016 north beach / telegraph hill",4.368082,6,2016,"north beach / telegraph hill",2016-06-01
"1291",1291,"6 2016 outer sunset",2.800679,6,2016,"outer sunset",2016-06-01
"1292",1292,"6 2016 pacific heights",3.958333,6,2016,"pacific heights",2016-06-01
"1293",1293,"6 2016 parkside",3.285714,6,2016,"parkside",2016-06-01
"1294",1294,"6 2016 portola",1.166667,6,2016,"portola",2016-06-01
"1295",1295,"6 2016 potrero hill",3.658911,6,2016,"potrero hill",2016-06-01
"1296",1296,"6 2016 presidio hts / laurel hts / lake st",4.221169,6,2016,"presidio hts / laurel hts / lake st",2016-06-01
"1297",1297,"6 2016 russian hill",3.882576,6,2016,"russian hill",2016-06-01
"1298",1298,"6 2016 sea cliff",4.501459,6,2016,"sea cliff",2016-06-01
"1299",1299,"6 2016 SOMA / south beach",4.652169,6,2016,"SOMA / south beach",2016-06-01
"1300",1300,"6 2016 tenderloin",5.451728,6,2016,"tenderloin",2016-06-01
"1301",1301,"6 2016 twin peaks",3.445707,6,2016,"twin peaks",2016-06-01
"1302",1302,"6 2016 western addition",4.8,6,2016,"western addition",2016-06-01
"1303",1303,"6 2018 CCSF",3.041667,6,2018,"CCSF",2018-06-01
"1304",1304,"6 2018 downtown",3.222763,6,2018,"downtown",2018-06-01
"1305",1305,"6 2018 financial district",5.198,6,2018,"financial district",2018-06-01
"1306",1306,"6 2018 haight ashbury",3.658439,6,2018,"haight ashbury",2018-06-01
"1307",1307,"6 2018 ingleside",4.346045,6,2018,"ingleside",2018-06-01
"1308",1308,"6 2018 inner richmond",3.719996,6,2018,"inner richmond",2018-06-01
"1309",1309,"6 2018 inner sunset",3.750694,6,2018,"inner sunset",2018-06-01
"1310",1310,"6 2018 mission district",3.376923,6,2018,"mission district",2018-06-01
"1311",1311,"6 2018 outer sunset",3.4375,6,2018,"outer sunset",2018-06-01
"1312",1312,"6 2018 pacific heights",4.289798,6,2018,"pacific heights",2018-06-01
"1313",1313,"6 2018 parkside",3.806349,6,2018,"parkside",2018-06-01
"1314",1314,"6 2018 san francisco",3,6,2018,"san francisco",2018-06-01
"1315",1315,"6 2018 SOMA / south beach",5.481898,6,2018,"SOMA / south beach",2018-06-01
"1316",1316,"6 2018 visitacion valley",3.559829,6,2018,"visitacion valley",2018-06-01
"1317",1317,"6 2018 west portal / forest hills",3.279267,6,2018,"west portal / forest hills",2018-06-01
"1318",1318,"6 2018 western addition",3.657942,6,2018,"western addition",2018-06-01
"1319",1319,"7 2011 financial district",3.85,7,2011,"financial district",2011-07-01
"1320",1320,"7 2011 ingleside",2.566667,7,2011,"ingleside",2011-07-01
"1321",1321,"7 2011 parkside",1.678571,7,2011,"parkside",2011-07-01
"1322",1322,"7 2011 presidio hts / laurel hts / lake st",2.6,7,2011,"presidio hts / laurel hts / lake st",2011-07-01
"1323",1323,"7 2012 alamo square",1.090909,7,2012,"alamo square",2012-07-01
"1324",1324,"7 2012 bayview",2.350595,7,2012,"bayview",2012-07-01
"1325",1325,"7 2012 bernal",2.933681,7,2012,"bernal",2012-07-01
"1326",1326,"7 2012 candlestick point",2.211056,7,2012,"candlestick point",2012-07-01
"1327",1327,"7 2012 castro",2.8125,7,2012,"castro",2012-07-01
"1328",1328,"7 2012 civic / van ness",2.968813,7,2012,"civic / van ness",2012-07-01
"1329",1329,"7 2012 cole valley",3.077925,7,2012,"cole valley",2012-07-01
"1330",1330,"7 2012 diamond heights",1.178571,7,2012,"diamond heights",2012-07-01
"1331",1331,"7 2012 financial district",5.250127,7,2012,"financial district",2012-07-01
"1332",1332,"7 2012 glen park",2.0625,7,2012,"glen park",2012-07-01
"1333",1333,"7 2012 ingleside",2.785403,7,2012,"ingleside",2012-07-01
"1334",1334,"7 2012 inner sunset",2.951532,7,2012,"inner sunset",2012-07-01
"1335",1335,"7 2012 lakeshore",2.790214,7,2012,"lakeshore",2012-07-01
"1336",1336,"7 2012 lower haight",2.272727,7,2012,"lower haight",2012-07-01
"1337",1337,"7 2012 lower pac hts",4.080684,7,2012,"lower pac hts",2012-07-01
"1338",1338,"7 2012 marina / cow hollow",3.916667,7,2012,"marina / cow hollow",2012-07-01
"1339",1339,"7 2012 mission district",2.552741,7,2012,"mission district",2012-07-01
"1340",1340,"7 2012 nob hill",4.119559,7,2012,"nob hill",2012-07-01
"1341",1341,"7 2012 noe valley",2.459091,7,2012,"noe valley",2012-07-01
"1342",1342,"7 2012 NOPA",2.198851,7,2012,"NOPA",2012-07-01
"1343",1343,"7 2012 north beach / telegraph hill",4.46531,7,2012,"north beach / telegraph hill",2012-07-01
"1344",1344,"7 2012 outer richmond",2.891156,7,2012,"outer richmond",2012-07-01
"1345",1345,"7 2012 outer sunset",3.916667,7,2012,"outer sunset",2012-07-01
"1346",1346,"7 2012 pacific heights",3.609187,7,2012,"pacific heights",2012-07-01
"1347",1347,"7 2012 parkside",2.177778,7,2012,"parkside",2012-07-01
"1348",1348,"7 2012 portola",2.960069,7,2012,"portola",2012-07-01
"1349",1349,"7 2012 potrero hill",2.942974,7,2012,"potrero hill",2012-07-01
"1350",1350,"7 2012 presidio hts / laurel hts / lake st",2.939394,7,2012,"presidio hts / laurel hts / lake st",2012-07-01
"1351",1351,"7 2012 russian hill",3.786581,7,2012,"russian hill",2012-07-01
"1352",1352,"7 2012 san francisco",1.945029,7,2012,"san francisco",2012-07-01
"1353",1353,"7 2012 sea cliff",2.871259,7,2012,"sea cliff",2012-07-01
"1354",1354,"7 2012 SOMA / south beach",3.863618,7,2012,"SOMA / south beach",2012-07-01
"1355",1355,"7 2012 USF / anza vista",3.868355,7,2012,"USF / anza vista",2012-07-01
"1356",1356,"7 2012 west portal / forest hills",3.50625,7,2012,"west portal / forest hills",2012-07-01
"1357",1357,"7 2012 western addition",3.375,7,2012,"western addition",2012-07-01
"1358",1358,"7 2014 civic / van ness",4.691523,7,2014,"civic / van ness",2014-07-01
"1359",1359,"7 2014 diamond heights",2.714286,7,2014,"diamond heights",2014-07-01
"1360",1360,"7 2014 financial district",5.842259,7,2014,"financial district",2014-07-01
"1361",1361,"7 2014 glen park",3.1,7,2014,"glen park",2014-07-01
"1362",1362,"7 2014 ingleside",3.310268,7,2014,"ingleside",2014-07-01
"1363",1363,"7 2014 inner richmond",3.214286,7,2014,"inner richmond",2014-07-01
"1364",1364,"7 2014 marina / cow hollow",5.833333,7,2014,"marina / cow hollow",2014-07-01
"1365",1365,"7 2014 mission district",2.581077,7,2014,"mission district",2014-07-01
"1366",1366,"7 2014 nob hill",4.790812,7,2014,"nob hill",2014-07-01
"1367",1367,"7 2014 north beach / telegraph hill",4.284286,7,2014,"north beach / telegraph hill",2014-07-01
"1368",1368,"7 2014 pacific heights",4.210322,7,2014,"pacific heights",2014-07-01
"1369",1369,"7 2014 potrero hill",3.687003,7,2014,"potrero hill",2014-07-01
"1370",1370,"7 2014 russian hill",5.301568,7,2014,"russian hill",2014-07-01
"1371",1371,"7 2014 san francisco",1.943367,7,2014,"san francisco",2014-07-01
"1372",1372,"7 2014 SOMA / south beach",5.268242,7,2014,"SOMA / south beach",2014-07-01
"1373",1373,"7 2014 tenderloin",4.420595,7,2014,"tenderloin",2014-07-01
"1374",1374,"7 2016 bayview",3.692308,7,2016,"bayview",2016-07-01
"1375",1375,"7 2016 bernal",2.800545,7,2016,"bernal",2016-07-01
"1376",1376,"7 2016 castro",4.469318,7,2016,"castro",2016-07-01
"1377",1377,"7 2016 CCSF",2.748234,7,2016,"CCSF",2016-07-01
"1378",1378,"7 2016 civic / van ness",3.632479,7,2016,"civic / van ness",2016-07-01
"1379",1379,"7 2016 downtown",3.338052,7,2016,"downtown",2016-07-01
"1380",1380,"7 2016 excelsior / outer mission",3.266667,7,2016,"excelsior / outer mission",2016-07-01
"1381",1381,"7 2016 financial district",3.743144,7,2016,"financial district",2016-07-01
"1382",1382,"7 2016 glen park",5.562961,7,2016,"glen park",2016-07-01
"1383",1383,"7 2016 hayes valley",4.007552,7,2016,"hayes valley",2016-07-01
"1384",1384,"7 2016 inner richmond",3.433021,7,2016,"inner richmond",2016-07-01
"1385",1385,"7 2016 inner sunset",3.26803,7,2016,"inner sunset",2016-07-01
"1386",1386,"7 2016 lower pac hts",3.826852,7,2016,"lower pac hts",2016-07-01
"1387",1387,"7 2016 marina / cow hollow",7.8,7,2016,"marina / cow hollow",2016-07-01
"1388",1388,"7 2016 mission district",3.010118,7,2016,"mission district",2016-07-01
"1389",1389,"7 2016 nob hill",4.474212,7,2016,"nob hill",2016-07-01
"1390",1390,"7 2016 noe valley",4.444818,7,2016,"noe valley",2016-07-01
"1391",1391,"7 2016 NOPA",3.122222,7,2016,"NOPA",2016-07-01
"1392",1392,"7 2016 north beach / telegraph hill",4.826667,7,2016,"north beach / telegraph hill",2016-07-01
"1393",1393,"7 2016 outer sunset",2.716909,7,2016,"outer sunset",2016-07-01
"1394",1394,"7 2016 pacific heights",3.97224,7,2016,"pacific heights",2016-07-01
"1395",1395,"7 2016 parkside",4.970545,7,2016,"parkside",2016-07-01
"1396",1396,"7 2016 potrero hill",4.011244,7,2016,"potrero hill",2016-07-01
"1397",1397,"7 2016 presidio hts / laurel hts / lake st",2.775,7,2016,"presidio hts / laurel hts / lake st",2016-07-01
"1398",1398,"7 2016 russian hill",4.016484,7,2016,"russian hill",2016-07-01
"1399",1399,"7 2016 sea cliff",3.810409,7,2016,"sea cliff",2016-07-01
"1400",1400,"7 2016 SOMA / south beach",4.767697,7,2016,"SOMA / south beach",2016-07-01
"1401",1401,"7 2016 tenderloin",4.310631,7,2016,"tenderloin",2016-07-01
"1402",1402,"7 2016 twin peaks",3.995623,7,2016,"twin peaks",2016-07-01
"1403",1403,"7 2016 west portal / forest hills",3.30625,7,2016,"west portal / forest hills",2016-07-01
"1404",1404,"7 2018 diamond heights",2.822581,7,2018,"diamond heights",2018-07-01
"1405",1405,"7 2018 financial district",5.814516,7,2018,"financial district",2018-07-01
"1406",1406,"7 2018 hayes valley",4.499055,7,2018,"hayes valley",2018-07-01
"1407",1407,"7 2018 ingleside",3.357764,7,2018,"ingleside",2018-07-01
"1408",1408,"7 2018 nob hill",4.995,7,2018,"nob hill",2018-07-01
"1409",1409,"7 2018 potrero hill",2.743924,7,2018,"potrero hill",2018-07-01
"1410",1410,"7 2018 russian hill",5.999167,7,2018,"russian hill",2018-07-01
"1411",1411,"7 2018 san francisco",2.526316,7,2018,"san francisco",2018-07-01
"1412",1412,"7 2018 SOMA / south beach",4.268595,7,2018,"SOMA / south beach",2018-07-01
"1413",1413,"7 2018 western addition",4.473885,7,2018,"western addition",2018-07-01
"1414",1414,"8 2012 bernal",3.002972,8,2012,"bernal",2012-08-01
"1415",1415,"8 2012 civic / van ness",4.297778,8,2012,"civic / van ness",2012-08-01
"1416",1416,"8 2012 excelsior / outer mission",2.616667,8,2012,"excelsior / outer mission",2012-08-01
"1417",1417,"8 2012 financial district",5.2,8,2012,"financial district",2012-08-01
"1418",1418,"8 2012 glen park",2.181373,8,2012,"glen park",2012-08-01
"1419",1419,"8 2012 haight ashbury",3.673684,8,2012,"haight ashbury",2012-08-01
"1420",1420,"8 2012 ingleside",2.489992,8,2012,"ingleside",2012-08-01
"1421",1421,"8 2012 inner sunset",3.928571,8,2012,"inner sunset",2012-08-01
"1422",1422,"8 2012 lower pac hts",2.914286,8,2012,"lower pac hts",2012-08-01
"1423",1423,"8 2012 marina / cow hollow",2.928395,8,2012,"marina / cow hollow",2012-08-01
"1424",1424,"8 2012 mission district",3.237931,8,2012,"mission district",2012-08-01
"1425",1425,"8 2012 noe valley",3.482857,8,2012,"noe valley",2012-08-01
"1426",1426,"8 2012 NOPA",3.374375,8,2012,"NOPA",2012-08-01
"1427",1427,"8 2012 pacific heights",2.5,8,2012,"pacific heights",2012-08-01
"1428",1428,"8 2012 potrero hill",1.312785,8,2012,"potrero hill",2012-08-01
"1429",1429,"8 2012 san francisco",1.468607,8,2012,"san francisco",2012-08-01
"1430",1430,"8 2012 sea cliff",3.15,8,2012,"sea cliff",2012-08-01
"1431",1431,"8 2012 SOMA / south beach",4.384568,8,2012,"SOMA / south beach",2012-08-01
"1432",1432,"8 2012 tenderloin",7.875,8,2012,"tenderloin",2012-08-01
"1433",1433,"8 2012 treasure island",1.410588,8,2012,"treasure island",2012-08-01
"1434",1434,"8 2012 USF / anza vista",2.052778,8,2012,"USF / anza vista",2012-08-01
"1435",1435,"8 2012 visitacion valley",3.93617,8,2012,"visitacion valley",2012-08-01
"1436",1436,"8 2013 bernal",1.772862,8,2013,"bernal",2013-08-01
"1437",1437,"8 2013 CCSF",2.648911,8,2013,"CCSF",2013-08-01
"1438",1438,"8 2013 civic / van ness",4.079275,8,2013,"civic / van ness",2013-08-01
"1439",1439,"8 2013 cole valley",2.876609,8,2013,"cole valley",2013-08-01
"1440",1440,"8 2013 excelsior / outer mission",2.583333,8,2013,"excelsior / outer mission",2013-08-01
"1441",1441,"8 2013 financial district",3.974563,8,2013,"financial district",2013-08-01
"1442",1442,"8 2013 inner sunset",3.225962,8,2013,"inner sunset",2013-08-01
"1443",1443,"8 2013 mission district",2.5,8,2013,"mission district",2013-08-01
"1444",1444,"8 2013 nob hill",4.30625,8,2013,"nob hill",2013-08-01
"1445",1445,"8 2013 noe valley",3.366138,8,2013,"noe valley",2013-08-01
"1446",1446,"8 2013 north beach / telegraph hill",4.117647,8,2013,"north beach / telegraph hill",2013-08-01
"1447",1447,"8 2013 russian hill",4.5,8,2013,"russian hill",2013-08-01
"1448",1448,"8 2013 sea cliff",1.9,8,2013,"sea cliff",2013-08-01
"1449",1449,"8 2013 SOMA / south beach",4.275799,8,2013,"SOMA / south beach",2013-08-01
"1450",1450,"8 2013 twin peaks",3.992902,8,2013,"twin peaks",2013-08-01
"1451",1451,"8 2013 west portal / forest hills",2.065217,8,2013,"west portal / forest hills",2013-08-01
"1452",1452,"8 2014 alamo square",2.450396,8,2014,"alamo square",2014-08-01
"1453",1453,"8 2014 bayview",1.960961,8,2014,"bayview",2014-08-01
"1454",1454,"8 2014 bernal",4.608793,8,2014,"bernal",2014-08-01
"1455",1455,"8 2014 castro",4.320524,8,2014,"castro",2014-08-01
"1456",1456,"8 2014 CCSF",2.954545,8,2014,"CCSF",2014-08-01
"1457",1457,"8 2014 civic / van ness",4.625521,8,2014,"civic / van ness",2014-08-01
"1458",1458,"8 2014 cole valley",4.666925,8,2014,"cole valley",2014-08-01
"1459",1459,"8 2014 diamond heights",4,8,2014,"diamond heights",2014-08-01
"1460",1460,"8 2014 downtown",2.5,8,2014,"downtown",2014-08-01
"1461",1461,"8 2014 excelsior / outer mission",3.116474,8,2014,"excelsior / outer mission",2014-08-01
"1462",1462,"8 2014 financial district",4.666853,8,2014,"financial district",2014-08-01
"1463",1463,"8 2014 glen park",3.9625,8,2014,"glen park",2014-08-01
"1464",1464,"8 2014 haight ashbury",2.771261,8,2014,"haight ashbury",2014-08-01
"1465",1465,"8 2014 hayes valley",4.59744,8,2014,"hayes valley",2014-08-01
"1466",1466,"8 2014 ingleside",3.318356,8,2014,"ingleside",2014-08-01
"1467",1467,"8 2014 inner richmond",3.191908,8,2014,"inner richmond",2014-08-01
"1468",1468,"8 2014 inner sunset",2.553673,8,2014,"inner sunset",2014-08-01
"1469",1469,"8 2014 lakeshore",4.751247,8,2014,"lakeshore",2014-08-01
"1470",1470,"8 2014 lower haight",4.282143,8,2014,"lower haight",2014-08-01
"1471",1471,"8 2014 lower pac hts",4.238999,8,2014,"lower pac hts",2014-08-01
"1472",1472,"8 2014 marina / cow hollow",4.229911,8,2014,"marina / cow hollow",2014-08-01
"1473",1473,"8 2014 mission district",4.14497,8,2014,"mission district",2014-08-01
"1474",1474,"8 2014 nob hill",4.713229,8,2014,"nob hill",2014-08-01
"1475",1475,"8 2014 noe valley",4.249778,8,2014,"noe valley",2014-08-01
"1476",1476,"8 2014 north beach / telegraph hill",4.412785,8,2014,"north beach / telegraph hill",2014-08-01
"1477",1477,"8 2014 outer sunset",3.533026,8,2014,"outer sunset",2014-08-01
"1478",1478,"8 2014 pacific heights",3.790045,8,2014,"pacific heights",2014-08-01
"1479",1479,"8 2014 parkside",4.682596,8,2014,"parkside",2014-08-01
"1480",1480,"8 2014 portola",3.088235,8,2014,"portola",2014-08-01
"1481",1481,"8 2014 potrero hill",3.850238,8,2014,"potrero hill",2014-08-01
"1482",1482,"8 2014 presidio hts / laurel hts / lake st",4.353521,8,2014,"presidio hts / laurel hts / lake st",2014-08-01
"1483",1483,"8 2014 russian hill",3.897624,8,2014,"russian hill",2014-08-01
"1484",1484,"8 2014 san francisco",2.680212,8,2014,"san francisco",2014-08-01
"1485",1485,"8 2014 sea cliff",2.129167,8,2014,"sea cliff",2014-08-01
"1486",1486,"8 2014 SOMA / south beach",4.627117,8,2014,"SOMA / south beach",2014-08-01
"1487",1487,"8 2014 USF / anza vista",3.427815,8,2014,"USF / anza vista",2014-08-01
"1488",1488,"8 2014 visitacion valley",1.996667,8,2014,"visitacion valley",2014-08-01
"1489",1489,"8 2014 west portal / forest hills",2.272727,8,2014,"west portal / forest hills",2014-08-01
"1490",1490,"8 2015 castro",4.444444,8,2015,"castro",2015-08-01
"1491",1491,"8 2015 civic / van ness",5.923961,8,2015,"civic / van ness",2015-08-01
"1492",1492,"8 2015 downtown",3.636364,8,2015,"downtown",2015-08-01
"1493",1493,"8 2015 hayes valley",5.746367,8,2015,"hayes valley",2015-08-01
"1494",1494,"8 2015 ingleside",3.30563,8,2015,"ingleside",2015-08-01
"1495",1495,"8 2015 inner richmond",3.770492,8,2015,"inner richmond",2015-08-01
"1496",1496,"8 2015 inner sunset",2.189616,8,2015,"inner sunset",2015-08-01
"1497",1497,"8 2015 lower haight",5.74625,8,2015,"lower haight",2015-08-01
"1498",1498,"8 2015 lower pac hts",7.279345,8,2015,"lower pac hts",2015-08-01
"1499",1499,"8 2015 marina / cow hollow",4.83631,8,2015,"marina / cow hollow",2015-08-01
"1500",1500,"8 2015 mission district",4.47672,8,2015,"mission district",2015-08-01
"1501",1501,"8 2015 nob hill",5.535631,8,2015,"nob hill",2015-08-01
"1502",1502,"8 2015 noe valley",5.848148,8,2015,"noe valley",2015-08-01
"1503",1503,"8 2015 outer sunset",3.25,8,2015,"outer sunset",2015-08-01
"1504",1504,"8 2015 pacific heights",5.193089,8,2015,"pacific heights",2015-08-01
"1505",1505,"8 2015 parkside",3.6875,8,2015,"parkside",2015-08-01
"1506",1506,"8 2015 potrero hill",4.030655,8,2015,"potrero hill",2015-08-01
"1507",1507,"8 2015 san francisco",3.21144,8,2015,"san francisco",2015-08-01
"1508",1508,"8 2015 sea cliff",2.959502,8,2015,"sea cliff",2015-08-01
"1509",1509,"8 2015 SOMA / south beach",5.040987,8,2015,"SOMA / south beach",2015-08-01
"1510",1510,"8 2015 tenderloin",6.009615,8,2015,"tenderloin",2015-08-01
"1511",1511,"8 2015 west portal / forest hills",2.938558,8,2015,"west portal / forest hills",2015-08-01
"1512",1512,"8 2015 western addition",4.166667,8,2015,"western addition",2015-08-01
"1513",1513,"8 2016 bayview",3.619159,8,2016,"bayview",2016-08-01
"1514",1514,"8 2016 bernal",5.344828,8,2016,"bernal",2016-08-01
"1515",1515,"8 2016 castro",4.753817,8,2016,"castro",2016-08-01
"1516",1516,"8 2016 CCSF",3.168468,8,2016,"CCSF",2016-08-01
"1517",1517,"8 2016 civic / van ness",4.897575,8,2016,"civic / van ness",2016-08-01
"1518",1518,"8 2016 downtown",2.424242,8,2016,"downtown",2016-08-01
"1519",1519,"8 2016 excelsior / outer mission",3.294872,8,2016,"excelsior / outer mission",2016-08-01
"1520",1520,"8 2016 financial district",5.139249,8,2016,"financial district",2016-08-01
"1521",1521,"8 2016 glen park",3.065396,8,2016,"glen park",2016-08-01
"1522",1522,"8 2016 haight ashbury",5,8,2016,"haight ashbury",2016-08-01
"1523",1523,"8 2016 hayes valley",5.617272,8,2016,"hayes valley",2016-08-01
"1524",1524,"8 2016 inner richmond",4.127841,8,2016,"inner richmond",2016-08-01
"1525",1525,"8 2016 inner sunset",3.656586,8,2016,"inner sunset",2016-08-01
"1526",1526,"8 2016 lower haight",5.016706,8,2016,"lower haight",2016-08-01
"1527",1527,"8 2016 lower pac hts",4.473679,8,2016,"lower pac hts",2016-08-01
"1528",1528,"8 2016 marina / cow hollow",4.500038,8,2016,"marina / cow hollow",2016-08-01
"1529",1529,"8 2016 mission district",4.13078,8,2016,"mission district",2016-08-01
"1530",1530,"8 2016 nob hill",5.035367,8,2016,"nob hill",2016-08-01
"1531",1531,"8 2016 noe valley",4.687275,8,2016,"noe valley",2016-08-01
"1532",1532,"8 2016 NOPA",3.699119,8,2016,"NOPA",2016-08-01
"1533",1533,"8 2016 north beach / telegraph hill",4.445495,8,2016,"north beach / telegraph hill",2016-08-01
"1534",1534,"8 2016 outer sunset",3.418849,8,2016,"outer sunset",2016-08-01
"1535",1535,"8 2016 pacific heights",4.656359,8,2016,"pacific heights",2016-08-01
"1536",1536,"8 2016 parkside",3.281515,8,2016,"parkside",2016-08-01
"1537",1537,"8 2016 portola",2.378749,8,2016,"portola",2016-08-01
"1538",1538,"8 2016 potrero hill",4.49504,8,2016,"potrero hill",2016-08-01
"1539",1539,"8 2016 presidio hts / laurel hts / lake st",3.853843,8,2016,"presidio hts / laurel hts / lake st",2016-08-01
"1540",1540,"8 2016 russian hill",5.248302,8,2016,"russian hill",2016-08-01
"1541",1541,"8 2016 san francisco",4.161428,8,2016,"san francisco",2016-08-01
"1542",1542,"8 2016 sea cliff",3.37744,8,2016,"sea cliff",2016-08-01
"1543",1543,"8 2016 SOMA / south beach",4.691559,8,2016,"SOMA / south beach",2016-08-01
"1544",1544,"8 2016 tenderloin",4.795872,8,2016,"tenderloin",2016-08-01
"1545",1545,"8 2016 twin peaks",3.834063,8,2016,"twin peaks",2016-08-01
"1546",1546,"8 2016 USF / anza vista",3.855714,8,2016,"USF / anza vista",2016-08-01
"1547",1547,"8 2016 west portal / forest hills",3.191592,8,2016,"west portal / forest hills",2016-08-01
"1548",1548,"8 2016 western addition",1.567398,8,2016,"western addition",2016-08-01
"1549",1549,"8 2017 bayview",4.201653,8,2017,"bayview",2017-08-01
"1550",1550,"8 2017 bernal",4,8,2017,"bernal",2017-08-01
"1551",1551,"8 2017 castro",5.725191,8,2017,"castro",2017-08-01
"1552",1552,"8 2017 CCSF",4.054636,8,2017,"CCSF",2017-08-01
"1553",1553,"8 2017 civic / van ness",5.004053,8,2017,"civic / van ness",2017-08-01
"1554",1554,"8 2017 financial district",3.64259,8,2017,"financial district",2017-08-01
"1555",1555,"8 2017 inner sunset",5.333333,8,2017,"inner sunset",2017-08-01
"1556",1556,"8 2017 lakeshore",3.682148,8,2017,"lakeshore",2017-08-01
"1557",1557,"8 2017 lower pac hts",4.526465,8,2017,"lower pac hts",2017-08-01
"1558",1558,"8 2017 mission district",5.760882,8,2017,"mission district",2017-08-01
"1559",1559,"8 2017 nob hill",5.084746,8,2017,"nob hill",2017-08-01
"1560",1560,"8 2017 north beach / telegraph hill",5.8125,8,2017,"north beach / telegraph hill",2017-08-01
"1561",1561,"8 2017 outer sunset",2.655051,8,2017,"outer sunset",2017-08-01
"1562",1562,"8 2017 pacific heights",3.775862,8,2017,"pacific heights",2017-08-01
"1563",1563,"8 2017 parkside",5.191198,8,2017,"parkside",2017-08-01
"1564",1564,"8 2017 russian hill",4.894214,8,2017,"russian hill",2017-08-01
"1565",1565,"8 2017 sea cliff",2.74375,8,2017,"sea cliff",2017-08-01
"1566",1566,"8 2017 SOMA / south beach",4.12492,8,2017,"SOMA / south beach",2017-08-01
"1567",1567,"8 2017 USF / anza vista",2.737143,8,2017,"USF / anza vista",2017-08-01
"1568",1568,"8 2017 west portal / forest hills",7.954545,8,2017,"west portal / forest hills",2017-08-01
"1569",1569,"9 2011 alamo square",3.146296,9,2011,"alamo square",2011-09-01
"1570",1570,"9 2011 bayview",0.4865,9,2011,"bayview",2011-09-01
"1571",1571,"9 2011 bernal",1.96751,9,2011,"bernal",2011-09-01
"1572",1572,"9 2011 candlestick point",2.347395,9,2011,"candlestick point",2011-09-01
"1573",1573,"9 2011 CCSF",2.532189,9,2011,"CCSF",2011-09-01
"1574",1574,"9 2011 civic / van ness",4.628334,9,2011,"civic / van ness",2011-09-01
"1575",1575,"9 2011 diamond heights",2.277423,9,2011,"diamond heights",2011-09-01
"1576",1576,"9 2011 downtown",2.166667,9,2011,"downtown",2011-09-01
"1577",1577,"9 2011 excelsior / outer mission",2.162891,9,2011,"excelsior / outer mission",2011-09-01
"1578",1578,"9 2011 financial district",5.210364,9,2011,"financial district",2011-09-01
"1579",1579,"9 2011 hayes valley",2.96,9,2011,"hayes valley",2011-09-01
"1580",1580,"9 2011 ingleside",2.787228,9,2011,"ingleside",2011-09-01
"1581",1581,"9 2011 inner richmond",1.466667,9,2011,"inner richmond",2011-09-01
"1582",1582,"9 2011 inner sunset",3.134188,9,2011,"inner sunset",2011-09-01
"1583",1583,"9 2011 lakeshore",2.268182,9,2011,"lakeshore",2011-09-01
"1584",1584,"9 2011 lower pac hts",3.639967,9,2011,"lower pac hts",2011-09-01
"1585",1585,"9 2011 marina / cow hollow",3.434133,9,2011,"marina / cow hollow",2011-09-01
"1586",1586,"9 2011 mission district",3.529412,9,2011,"mission district",2011-09-01
"1587",1587,"9 2011 nob hill",3.538889,9,2011,"nob hill",2011-09-01
"1588",1588,"9 2011 noe valley",3.534722,9,2011,"noe valley",2011-09-01
"1589",1589,"9 2011 north beach / telegraph hill",3.568452,9,2011,"north beach / telegraph hill",2011-09-01
"1590",1590,"9 2011 outer sunset",1.975817,9,2011,"outer sunset",2011-09-01
"1591",1591,"9 2011 pacific heights",3.02041,9,2011,"pacific heights",2011-09-01
"1592",1592,"9 2011 parkside",2.194594,9,2011,"parkside",2011-09-01
"1593",1593,"9 2011 presidio hts / laurel hts / lake st",2.353261,9,2011,"presidio hts / laurel hts / lake st",2011-09-01
"1594",1594,"9 2011 san francisco",1.903931,9,2011,"san francisco",2011-09-01
"1595",1595,"9 2011 sea cliff",2.448724,9,2011,"sea cliff",2011-09-01
"1596",1596,"9 2011 SOMA / south beach",3.757685,9,2011,"SOMA / south beach",2011-09-01
"1597",1597,"9 2011 tenderloin",2.75,9,2011,"tenderloin",2011-09-01
"1598",1598,"9 2011 USF / anza vista",2.596008,9,2011,"USF / anza vista",2011-09-01
"1599",1599,"9 2011 west portal / forest hills",2.104653,9,2011,"west portal / forest hills",2011-09-01
"1600",1600,"9 2013 bayview",2.840353,9,2013,"bayview",2013-09-01
"1601",1601,"9 2013 castro",3.25625,9,2013,"castro",2013-09-01
